movie_title,production_budget_usd,worldwide_budget_usd
Begin Again,8000000.00,68838736.00
The Age of Adaline,30000000.00,69057415.00
Babe: Pig in the City,80000000.00,69131860.00
Bad Company,70000000.00,69157016.00
Girls Trip,28000000.00,69290699.00
13 Hours: The Secret Soldiers of Benghazi,50000000.00,69411370.00
The Adventures of Sharkboy and Lavagirl in 3-D,50000000.00,69425966.00
Because I Said So,39000000.00,69538833.00
Land of the Lost,100000000.00,69548641.00
The Kid,65000000.00,69688384.00
The Transporter Refueled,22000000.00,69698495.00
The Best Little Whorehouse in Texas,20500000.00,69701637.00
Saw VI,11000000.00,69752402.00
Un long dimanche de fiançailles,55000000.00,69759296.00
Grudge Match,40000000.00,69807260.00
The Call,12800000.00,69821476.00
Tae Guik Gi: The Brotherhood of War,12500000.00,69826708.00
Children of Men,76000000.00,69845011.00
Private Benjamin,15000000.00,69847348.00
Lawrence of Arabia,15000000.00,69995385.00
Halloween,325000.00,70000000.00
Born on the Fourth of July,14000000.00,70001698.00
Think Like a Man Too,24000000.00,70027933.00
House of Wax,35000000.00,70064800.00
A Cinderella Story,19000000.00,70164105.00
The Last Exorcism,1800000.00,70165900.00
License to Wed,35000000.00,70187088.00
Star Trek V: The Final Frontier,30000000.00,70200000.00
Babylon A.D.,45000000.00,70216497.00
Anacondas: The Hunt for the Blood Orchid,25000000.00,70326393.00
The Hills Have Eyes,17000000.00,70355813.00
Delivery Man,22000000.00,70536870.00
The Dilemma,70000000.00,70546865.00
Takers,32000000.00,70587268.00
Ronin,55000000.00,70692101.00
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,6500000.00,70712099.00
The Grudge 2,20000000.00,70743839.00
The Cabin in the Woods,30000000.00,70768144.00
Shallow Hal,40000000.00,70836296.00
Groundhog Day,14600000.00,70906973.00
Kate and Leopold,48000000.00,70937778.00
Son of God,22000000.00,70949793.00
Cleopatra,42000000.00,71000000.00
Anna Karenina,49000000.00,71004627.00
The Counselor,25000000.00,71009334.00
Curious George,50000000.00,71052604.00
XXX: State of the Union,60000000.00,71073932.00
3:10 to Yuma,48000000.00,71171825.00
Down to Earth,30000000.00,71172251.00
Shanghai Noon,55000000.00,71189835.00
Holes,20000000.00,71232214.00
The House Bunny,25000000.00,71390601.00
The Royal Tenenbaums,28000000.00,71430876.00
What Dreams May Come,80000000.00,71485043.00
Bandits,75000000.00,71523271.00
Trainspotting,3100000.00,71558971.00
Sammy's avonturen: De geheime doorgang,25000000.00,71594792.00
Rules of Engagement,60000000.00,71719931.00
Small Soldiers,40000000.00,71743823.00
Funny People,72500000.00,71880305.00
Around the World in 80 Days,110000000.00,72004159.00
My Fair Lady,17000000.00,72070955.00
Colombiana,40000000.00,72295262.00
"Yours, Mine and Ours",45000000.00,72359917.00
Death Race,65000000.00,72516819.00
Urban Legend,14000000.00,72571864.00
The One,49000000.00,72689126.00
Eternal Sunshine of the Spotless Mind,20000000.00,72703462.00
Lady in the Water,75000000.00,72785169.00
The Best Man Holiday,17000000.00,72835710.00
Ben-Hur,15000000.00,73000000.00
Superhero Movie,35000000.00,73026302.00
"Dude, Where's My Car?",13000000.00,73180297.00
Tyler Perry’s Boo! A Madea Halloween,20000000.00,73206343.00
Here Comes the Boom,42000000.00,73239258.00
Beetle Juice,15000000.00,73326666.00
Brick Mansions,28000000.00,73421224.00
Life,75000000.00,73521587.00
Diary of a Wimpy Kid: Rodrick Rules,18000000.00,73695194.00
Miracles from Heaven,13000000.00,73798720.00
The Divine Secrets of the Ya-Ya Sisterhood,27000000.00,73826768.00
The Hurricane,38000000.00,73956241.00
Obsessed,20000000.00,73964713.00
War Room,3000000.00,73975239.00
La famille Bélier,11000000.00,74056184.00
The Core,85000000.00,74132631.00
Escape From Planet Earth,40000000.00,74156610.00
The Kite Runner,20000000.00,74180745.00
To Rome with Love,21500000.00,74326015.00
WarGames,12000000.00,74433837.00
Kubo and the Two Strings,55000000.00,74545591.00
Bend it Like Beckham,5600000.00,74566042.00
"I, Frankenstein",65000000.00,74575290.00
Jackie Brown,12000000.00,74727492.00
The Prince of Tides,30000000.00,74787599.00
Elizabeth: The Golden Age,55000000.00,74870866.00
The Back-up Plan,35000000.00,75281179.00
The Count of Monte Cristo,40000000.00,75389090.00
Crimson Peak,55000000.00,75466595.00
The Last of the Mohicans,40000000.00,75505856.00
Stomp the Yard,14000000.00,75525718.00
Dreamcatcher,68000000.00,75685268.00
Manchester by the Sea,8500000.00,75740479.00
"O Brother, Where Art Thou?",26000000.00,75763814.00
Cruel Intentions,11000000.00,75803716.00
The Change-Up,52000000.00,75835124.00
Tin Cup,45000000.00,75854588.00
Mike and Dave Need Wedding Dates,33000000.00,75909673.00
The Mortal Instruments: City of Bones,60000000.00,75965567.00
The Book Thief,19000000.00,76086711.00
The Judge,50000000.00,76119388.00
Easy A,8000000.00,76200721.00
John Wick,30000000.00,76235001.00
The Untouchables,25000000.00,76270454.00
The Mechanic,42500000.00,76347393.00
Stealth,138000000.00,76416746.00
Home on the Range,110000000.00,76482461.00
The Muppet Movie,8000000.00,76657000.00
Coach Carter,45000000.00,76665507.00
Man cheng jin dai huang jin jia,45000000.00,76904429.00
Diary of a Wimpy Kid,15000000.00,76954311.00
Barbershop,12000000.00,77063461.00
Bad Santa,18000000.00,77147031.00
There Will Be Blood,25000000.00,77208711.00
Mirrors,35000000.00,77220596.00
Money Train,68000000.00,77224232.00
Diary of a Wimpy Kid: Dog Days,22000000.00,77229695.00
The Ladykillers,35000000.00,77392139.00
Serendipity,28000000.00,77477297.00
Halloween,15000000.00,77514401.00
Out of Sight,48000000.00,77562568.00
The Number 23,32000000.00,77593167.00
Windtalkers,115000000.00,77628265.00
United 93,18000000.00,77635035.00
Hostage,75000000.00,77636443.00
The Ides of March,23000000.00,77735925.00
The Terminator,6400000.00,78019031.00
Drive,15000000.00,78054825.00
The Sentinel,60000000.00,78080697.00
Paranormal Activity: The Ghost Dimension,10000000.00,78096553.00
The Unborn,16000000.00,78208812.00
The Other Boleyn Girl,40000000.00,78269970.00
Collateral Damage,85000000.00,78353508.00
If I Stay,11000000.00,78356170.00
Righteous Kill,60000000.00,78481410.00
Sicario,30000000.00,78571737.00
Scary Movie V,20000000.00,78613981.00
The Boss,29000000.00,78652395.00
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000.00,78656813.00
Skyline,10000000.00,78693371.00
Going in Style,24000000.00,78714211.00
Orphan,20000000.00,78769428.00
From Russia With Love,2000000.00,78900000.00
Showtime,85000000.00,78948765.00
R.I.P.D.,130000000.00,79076678.00
Conan the Barbarian,20000000.00,79114085.00
El orfanato,4000000.00,79250193.00
Jackass: The Movie,5000000.00,79282312.00
Muppets Most Wanted,55000000.00,79312301.00
"Good Bye, Lenin!",6400000.00,79384539.00
Revolutionary Road,45000000.00,79564960.00
The Golden Child,12000000.00,79817937.00
D-War,32000000.00,79915361.00
Exit Wounds,33000000.00,79958599.00
The Ten Commandments,13500000.00,80000000.00
Footloose,8200000.00,80000000.00
Finding Forrester,43000000.00,80013623.00
The Wedding Ringer,23000000.00,80171596.00
Fame,18000000.00,80227619.00
30 Days of Night,30000000.00,80276156.00
The Game,50000000.00,80369970.00
Did You Hear About the Morgans?,58000000.00,80480566.00
The Rookie,22000000.00,80491516.00
Fiddler on the Roof,9000000.00,80500000.00
Hannibal Rising,50000000.00,80583311.00
Savages,45000000.00,80594860.00
Spy Kids: All the Time in the World,27000000.00,80681183.00
Sinbad: Legend of the Seven Seas,60000000.00,80767884.00
The Rundown,85000000.00,80831893.00
Duplicity,60000000.00,81079566.00
Frankenweenie,39000000.00,81150788.00
Das Leben der Anderen,2000000.00,81197047.00
Police Academy,4500000.00,81198894.00
Fried Green Tomatoes,11000000.00,81204830.00
The Grey,25000000.00,81249176.00
Apocalypse Now,31500000.00,81250488.00
Pain & Gain,26000000.00,81275291.00
Vampires Suck,20000000.00,81424988.00
Tinker Tailor Soldier Spy,21000000.00,81452811.00
Premonition,20000000.00,81461343.00
Hope Floats,30000000.00,81529000.00
M*A*S*H,3500000.00,81600000.00
Midnight Run,30000000.00,81613606.00
Hot Fuzz,16000000.00,81742618.00
Ouija: Origin of Evil,9000000.00,81831866.00
Hitman: Agent 47,35000000.00,81967450.00
The Land Before Time,12300000.00,81972846.00
On Her Majesty's Secret Service,8000000.00,82000000.00
Catwoman,100000000.00,82145379.00
Letters to Juliet,30000000.00,82148538.00
Reign of Fire,60000000.00,82150183.00
Elizabeth,25000000.00,82150642.00
Identity,28000000.00,82183683.00
Hostel,4800000.00,82241110.00
"Big Mommas: Like Father, Like Son",32000000.00,82332450.00
Men of Honor,32000000.00,82339483.00
Carrie,30000000.00,82409520.00
Act of Valor,12000000.00,82497035.00
Firewall,50000000.00,82751189.00
Edge of Darkness,60000000.00,82812456.00
The Possession,14000000.00,82925064.00
28 Days Later…,8000000.00,82955633.00
Rings,25000000.00,82991460.00
War Dogs,50000000.00,83034523.00
The Strangers,9000000.00,83051676.00
Zodiac,85000000.00,83080084.00
Dead Man Walking,11000000.00,83088295.00
Sky High,35000000.00,83109359.00
In & Out,35000000.00,83226569.00
Blow,30000000.00,83282296.00
Assassins,50000000.00,83306268.00
Fantasia,2280000.00,83320000.00
Airplane!,3500000.00,83453539.00
Les Choristes,5500000.00,83529758.00
Point Break,24000000.00,83531958.00
Snatch,10000000.00,83593107.00
Piranha 3D,24000000.00,83660160.00
The Illusionist,16500000.00,83792062.00
Les Bronzés 3: amis pour la vie,42000000.00,83833602.00
Priest,60000000.00,84154026.00
J. Edgar,35000000.00,84606030.00
Meet the Spartans,30000000.00,84646831.00
Das Boot,12000000.00,84970337.00
Final Fantasy: The Spirits Within,137000000.00,85131830.00
Date Movie,20000000.00,85146165.00
Jackass: Number Two,11000000.00,85278712.00
Stripes,10000000.00,85300000.00
Collateral Beauty,36000000.00,85315070.00
Paper Towns,12000000.00,85512300.00
The Whole Nine Yards,24000000.00,85527867.00
Tears of the Sun,75000000.00,85632458.00
Max Payne,35000000.00,85761789.00
The Cell,35000000.00,85911226.00
The Inbetweeners,5700000.00,86051320.00
Young Frankenstein,2800000.00,86300000.00
The Constant Gardener,25500000.00,86301599.00
Paranormal Activity: The Marked Ones,5000000.00,86362372.00
The Kingdom,72500000.00,86509602.00
Rat Race,48000000.00,86607223.00
Abduction,35000000.00,86648359.00
Old School,24000000.00,86765463.00
A Million Ways to Die in The West,40000000.00,86778557.00
Oceans,80000000.00,86787530.00
Dinner for Schmucks,69000000.00,86796502.00
Epic Movie,20000000.00,86858578.00
The Naked Gun 2½: The Smell of Fear,23000000.00,86930411.00
Star Trek III: The Search for Spock,18000000.00,87000000.00
El Laberinto del Fauno,16000000.00,87041569.00
Captain Underpants: The First Epic Movie,38000000.00,87098466.00
Sabrina,58000000.00,87100000.00
The Shaggy Dog,60000000.00,87123569.00
The Lincoln Lawyer,40000000.00,87145086.00
Hall Pass,68000000.00,87173475.00
Volver,9400000.00,87226613.00
Peter Pan,4000000.00,87400000.00
Bicentennial Man,90000000.00,87420776.00
R.V.,55000000.00,87524497.00
Ali,109000000.00,87683966.00
Sinister,3000000.00,87727807.00
Spawn,40000000.00,87949859.00
Deliver Us from Evil,30000000.00,87956618.00
Match Point,15000000.00,87973835.00
Snowpiercer,40000000.00,88069880.00
Shanghai Knights,50000000.00,88316835.00
La Môme,15500000.00,88611837.00
Ben-Hur,95000000.00,88725100.00
State of Play,60000000.00,88832210.00
Rumor Has It,70000000.00,88933562.00
The Transporter 2,32000000.00,88978458.00
Underworld 3: Rise of the Lycans,35000000.00,89102315.00
About Time,12000000.00,89309178.00
Stigmata,32000000.00,89441732.00
Anchorman: The Legend of Ron Burgundy,25000000.00,89476265.00
Sucker Punch,75000000.00,89758389.00
Marmaduke,50000000.00,89895930.00
Racing Stripes,30000000.00,89955540.00
This is 40,35000000.00,90221182.00
Bedazzled,48000000.00,90376224.00
The Second Best Exotic Marigold Hotel,10000000.00,90384306.00
Final Destination 2,26000000.00,90396664.00
In the Heart of the Sea,100000000.00,90420758.00
Bring it On,10000000.00,90453550.00
The Tale of Despereaux,60000000.00,90482317.00
Madea Goes To Jail,17500000.00,90508336.00
Galaxy Quest,45000000.00,90523726.00
Burlesque,55000000.00,90552675.00
King Kong,23000000.00,90614445.00
Autumn in New York,40000000.00,90717684.00
Kangaroo Jack,60000000.00,90723216.00
The Karate Kid,8000000.00,90815558.00
The Little Prince,77500000.00,90905178.00
Romeo Must Die,25000000.00,91036760.00
Season of the Witch,40000000.00,91126600.00
The Purge,3000000.00,91266581.00
Office Christmas Party,45000000.00,91342494.00
Drag Me To Hell,30000000.00,91388487.00
Get Him to the Greek,40000000.00,91455875.00
My Big Fat Greek Wedding 2,18000000.00,91651878.00
Red Riding Hood,42000000.00,91678442.00
"I Love You, Man",40000000.00,91729503.00
Treasure Planet,100000000.00,91800000.00
No Reservations,28000000.00,91943956.00
White Noise,10000000.00,92094360.00
Secret Window,40000000.00,92111551.00
Spotlight,20000000.00,92217729.00
The Skeleton Key,40000000.00,92256918.00
The Family Stone,18000000.00,92357499.00
Four Brothers,30000000.00,92494381.00
I Am Sam,22000000.00,92542418.00
Gwoemul,12000000.00,92618117.00
Friday the 13th,17000000.00,92670237.00
The Last Song,20000000.00,92678948.00
Syriana,50000000.00,92690959.00
House of Flying Daggers,12000000.00,92863945.00
Deuce Bigalow: Male Gigolo,18000000.00,92935067.00
When Harry Met Sally…,16000000.00,92961960.00
Michael Clayton,21500000.00,92987651.00
Calendar Girls,10000000.00,93074616.00
Speed Racer,120000000.00,93394462.00
Money Monster,27000000.00,93469699.00
The Color Purple,15000000.00,93589701.00
Der Untergang,13500000.00,93631744.00
The Internship,58000000.00,93672764.00
Tammy,20000000.00,93931360.00
Safe Haven,28000000.00,94050951.00
Southpaw,30000000.00,94207861.00
The River Wild,45000000.00,94215000.00
The Hundred-Foot Journey,22000000.00,94270488.00
Role Models,28000000.00,94500826.00
Silent Hill,50000000.00,94704227.00
The Wedding Planner,28000000.00,94728529.00
Riddick,38000000.00,94763758.00
1941,32000000.00,94875000.00
The Lovely Bones,95000000.00,94894448.00
Be Cool,75000000.00,94944017.00
The Guardian,70000000.00,94973540.00
40 Days and 40 Nights,17000000.00,95092667.00
Old Dogs,35000000.00,95104304.00
Peter Pan,100000000.00,95255485.00
Shooter,60000000.00,95538560.00
Killers,75000000.00,95572749.00
The Butterfly Effect,13000000.00,95638592.00
Underworld,22000000.00,95708457.00
Star Trek II: The Wrath of Khan,12000000.00,95800000.00
Poltergeist,35000000.00,95825125.00
Harlem Nights,30000000.00,95857262.00
Scream 4,40000000.00,95989590.00
The 6th Day,82000000.00,96024898.00
Dolphin Tale,37000000.00,96068724.00
TMNT,35000000.00,96096018.00
The Tigger Movie,20000000.00,96147688.00
The Manchurian Candidate,80000000.00,96148711.00
The Stepford Wives,100000000.00,96221971.00
8MM,40000000.00,96398826.00
13 Going On 30,30000000.00,96439723.00
Christmas with the Kranks,50000000.00,96469187.00
The Lucky One,25000000.00,96633833.00
Red Eye,26000000.00,96666486.00
My Sister's Keeper,27500000.00,96673002.00
Star Trek VI: The Undiscovered Country,27000000.00,96900000.00
Jarhead,72000000.00,96947540.00
Enemy at the Gates,85000000.00,96971293.00
The Hours,25000000.00,97030468.00
The Rite,37000000.00,97143987.00
Inspector Gadget,75000000.00,97387965.00
Once Upon a Time in Mexico,29000000.00,97413527.00
42,40000000.00,97470701.00
Green Zone,100000000.00,97523020.00
Kick-Ass,28000000.00,97531134.00
The Man with the Golden Gun,7000000.00,97600000.00
The Book of Life,50000000.00,97651543.00
The Thin Red Line,52000000.00,97709034.00
Evil Dead,17000000.00,97778356.00
Nanny McPhee and the Big Bang,35000000.00,97799865.00
Phone Booth,11000000.00,97837138.00
Are We There Yet?,20000000.00,98114471.00
Jin líng shí san chai,100000000.00,98227017.00
Rush,38000000.00,98230839.00
Predator,18000000.00,98267558.00
Evolution,80000000.00,98341932.00
Contraband,25000000.00,98406855.00
The Visit,5000000.00,98595211.00
Bowfinger,55000000.00,98699769.00
Les Visiteurs,7000000.00,98754000.00
Heaven Can Wait,15000000.00,98800000.00
Paycheck,60000000.00,98819789.00
Black Mass,53000000.00,98837872.00
Philomena,12000000.00,98963392.00
The Time Machine,80000000.00,98983590.00
The Wild,80000000.00,99010667.00
Justin Bieber: Never Say Never,13000000.00,99034125.00
Where the Wild Things Are,100000000.00,99123656.00
Hitman,17500000.00,99135571.00
Nacho Libre,32000000.00,99296462.00
Street Fighter,35000000.00,99423000.00
How to be Single,37000000.00,99595932.00
Mad Max,200000.00,99750000.00
Hellboy,60000000.00,99823958.00
Insidious,1500000.00,99870886.00
Dirty Grandpa,11500000.00,99930262.00
Any Given Sunday,60000000.00,100230832.00
No se Aceptan Devoluciones,5000000.00,100486616.00
A Knight’s Tale,41000000.00,100622586.00
Little Miss Sunshine,8000000.00,100642353.00
Up Close & Personal,60000000.00,100645801.00
Vacation,31000000.00,100655892.00
Just Like Heaven,58000000.00,100687083.00
Courage Under Fire,46000000.00,100833145.00
Fight Club,65000000.00,100851897.00
Heaven is for Real,12000000.00,100919111.00
Life,58000000.00,100993260.00
Joy,60000000.00,101134059.00
Paul,40000000.00,101162106.00
Crash,7303082.00,101173038.00
Scream 2,24000000.00,101363301.00
Mars Attacks!,80000000.00,101371017.00
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000.00,101379287.00
Miss Congeniality 2: Armed and Fabulous,60000000.00,101382396.00
Just Married,19000000.00,101564935.00
Little Man,64000000.00,101636047.00
The Devil Inside,1000000.00,101759490.00
Nim's Island,37000000.00,101857425.00
Shaun the Sheep,25000000.00,101937062.00
Kung Fu Hustle,20000000.00,102034104.00
Timecop,28000000.00,102053581.00
Guess Who,35000000.00,102115888.00
John Q,36000000.00,102226631.00
Zombieland,23600000.00,102236596.00
Mary Poppins,6000000.00,102300000.00
Butch Cassidy and the Sundance Kid,6000000.00,102308900.00
